ticker,name,score,status,buy_date,buy_price,sell_date,sell_price,sell_reason,holding_trading_days,return_pct,open_position
085370,루트로닉,71.3,confirmed_turnaround,20221109,19100.0,20221130,20055.0,+5%,15,5.0,False
192080,더블유게임즈,75.7,confirmed_turnaround,20221117,47900.0,20221205,50295.0,+5%,12,5.0,False
067630,HLB생명과학,77.7,confirmed_turnaround,20221109,12050.0,20221209,11050.0,만기청산(30일),22,-8.3,False
064260,다날,76.6,confirmed_turnaround,20221114,6170.0,20221214,5870.0,만기청산(30일),22,-4.86,False
103140,풍산,75.6,confirmed_turnaround,20221212,31100.0,20221216,32655.0,+5%,4,5.0,False
096530,씨젠,69.4,confirmed_turnaround,20221121,32900.0,20221221,27500.0,만기청산(30일),22,-16.41,False
006400,삼성SDI,77.0,confirmed_turnaround,20221128,727000.0,20221228,603000.0,만기청산(30일),22,-17.06,False
194480,데브시스터즈,69.1,confirmed_turnaround,20221128,51400.0,20221228,50800.0,만기청산(30일),22,-1.17,False
214450,파마리서치,66.9,confirmed_turnaround,20221201,67800.0,20221228,71190.0,+5%,19,5.0,False
003550,LG,70.6,confirmed_turnaround,20221201,84600.0,20221229,78100.0,만기청산(30일),20,-7.68,False
012450,한화에어로스페이스,82.0,confirmed_turnaround,20221222,72500.0,20221229,73600.0,만기청산(30일),5,1.52,False
018260,삼성에스디에스,77.3,confirmed_turnaround,20221215,129500.0,20221229,123000.0,만기청산(30일),10,-5.02,False
028260,삼성물산,70.9,confirmed_turnaround,20221201,122500.0,20221229,113500.0,만기청산(30일),20,-7.35,False
039030,이오테크닉스,83.1,confirmed_turnaround,20221229,69300.0,20221229,66600.0,만기청산(30일),0,-3.9,False
051600,한전KPS,80.2,confirmed_turnaround,20221229,34600.0,20221229,33200.0,만기청산(30일),0,-4.05,False
195940,HK이노엔,82.7,confirmed_turnaround,20221229,37100.0,20221229,37050.0,만기청산(30일),0,-0.13,False
222080,SFA넥셀,72.1,confirmed_turnaround,20221130,12600.0,20221229,9000.0,만기청산(30일),21,-28.57,False
240810,원익IPS,74.0,confirmed_turnaround,20221206,28250.0,20221229,24750.0,만기청산(30일),17,-12.39,False
323990,박셀바이오,84.5,confirmed_turnaround,20221219,39000.0,20221229,34150.0,만기청산(30일),8,-12.44,False
